"D","I"
0.497205896095951,0.744327992203584
0.885448305218383,0.988127301524152
0.887195556187535,0.989372031791881
0.860120203390878,0.981980376739433
0.884316202479054,0.988312091184609
0.877535341574702,0.986699142663919
0.873155251220062,0.987191244571144
0.897187186853405,0.990799137093727
0.88726660253729,0.988139566320567
0.8773793212776,0.987070578673346
0.891621727949785,0.989075257438503
0.866311784921174,0.984288231183918
0.875311542398408,0.987110226665774
0.881413301623426,0.98773027118901
0.891403330344098,0.989363767174539
0.87321488532321,0.986853152909734
0.893057840799925,0.991033536355496
0.864695509254415,0.984058932947229
0.886231852830956,0.987994945274774
0.885850775108035,0.988753781582697
0.885031635547256,0.987972291184023
0.876828936822887,0.986113045874976
0.895893574716797,0.990147801750381
0.876064411438131,0.988203911484818
0.882011691689439,0.986857367086968
0.876989367315234,0.987951731317284
0.888577145786233,0.990017967806942
0.894629678793706,0.990435535742257
0.889060153383606,0.988956245678153
0.878050637042478,0.988059438754181
0.881453164827493,0.986673394661587
0.88389580788318,0.987924972096054
0.90951431320492,0.992167368177995
0.861839667626672,0.984977006698133
0.891476721907844,0.988975784273508
0.886998202002095,0.987525555818835
0.902539955917304,0.990899833589924
0.87229557459963,0.984221372558686
0.898064878466192,0.990195606538112
0.883100764001295,0.988018944296664
0.878346616687381,0.987211459422847
0.881991290306674,0.986834932860975
0.91119917812712,0.993205176024268
0.898837055802188,0.987861691311499
0.887778073895471,0.989319972421065
0.883092755589868,0.987922482031619
0.879230978057934,0.986175278629626
0.876805604582314,0.985884613455567
0.894227186941993,0.989116499948922
0.876052902813837,0.986658019718432
0.89149077526987,0.98892387137564
0.896027543948292,0.990401155306114
0.894040467635176,0.990690197023472
0.891231091039418,0.989951766568887
0.897441041364977,0.990332530375081
0.890988454508385,0.989902000497283
0.878042643179035,0.987700029388603
0.899008505423123,0.99031366022066
0.888260789112925,0.989650296675019
0.88450337059826,0.988975919583063
0.895200415092066,0.99094938601088
0.888111413609313,0.989184490048458
0.908674766865299,0.992153473657652
0.883789081784351,0.98867843387599
0.890179668579465,0.989575531122544
0.883045513256362,0.987543839030918
0.894773640148919,0.989698758742315
0.90003018677996,0.991323386072699
0.862310527579802,0.98304818228678
0.888316537053492,0.9885089051665
0.90949453215924,0.991985663761572
0.892742096867583,0.989064389100486
0.877162690702545,0.985964739405367
0.881180076454708,0.9863943823739
0.876294276762908,0.984615347240684
0.893458849279485,0.990326245299838
0.877480461996917,0.984488838281181
0.88209777793957,0.988484624025363
0.905216634151021,0.991085807346583
0.886524707056134,0.986727528745722
0.897471626491904,0.990472635889259
0.887574359356548,0.988785923511098
0.865176387573828,0.984222982667724
0.898994874757943,0.990248222105798
0.879469100968485,0.987458129960517
0.898409323180482,0.990816392603271
0.852438035593844,0.981807392045947
0.874495067993687,0.985856628528529
0.882811087364416,0.987694544831664
0.868995723937387,0.985697001557418
0.885385379915305,0.988281985323577
0.877132472256082,0.988224564598386
0.880270045326555,0.986822824830404
0.900515578205416,0.991263799283887
0.891470901721735,0.990079783034533
0.886281660706533,0.988725930306454
0.882240173856833,0.987945974456198
0.88241373141532,0.988288233221062
0.91029840590129,0.991970151381189
0.884840934485637,0.988397816280204
0.884222136971546,0.987703976141083
